s,p,o
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/DA85B8DA-3C72-41A2-94B4-E4090A98C7D8
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.084243485501752,52.077098079521996],[5.084245651473057,52.0770957479305],[5.08431201983103,52.077119155430154],[5.084309853862049,52.07712148702287],[5.084243485501752,52.077098079521996]]}"
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.084243485501752 52.077098079521996, 5.084309853862049 52.07712148702287, 5.08431201983103 52.077119155430154, 5.084245651473057 52.0770957479305, 5.084243485501752 52.077098079521996)"
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{3E4E5849-15F2-40EA-8C2E-807CF95EF3A6}
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Adenauerlaan e.o.
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,11.0826941957
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,171
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{3E4E5849-15F2-40EA-8C2E-807CF95EF3A6}
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (134230.978208776 454356.782255987, 134235.53884985 454359.367558053, 134235.686252658 454359.107529908, 134231.125611584 454356.522227841, 134230.978208776 454356.782255987)"
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Kanaleneiland
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,ZUIDWEST
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/36F22FB8-AEA5-40BE-9CF0-DF81F960DF04
http://wistor.nl/utrecht/areaaldata/id/3E4E5849-15F2-40EA-8C2E-807CF95EF3A6,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/3E3EE4DE-8B59-4055-998C-5D1ABB12606F
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.114702118665841,52.092353430627156],[5.114736260353237,52.09225250330453],[5.114748179654104,52.09221944288863],[5.1148049687742905,52.09213493014195]]}"
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.1148049687742905 52.09213493014195, 5.114748179654104 52.09221944288863, 5.114736260353237 52.09225250330453, 5.114702118665841 52.092353430627156)"
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{41D9083B-51C1-4215-A4DE-D521CEF4F50B}
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,25.4146014798
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,105
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{41D9083B-51C1-4215-A4DE-D521CEF4F50B}
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136332.349035129 456021.462054228, 136328.492521288 456030.879426, 136327.689486087 456034.560747521, 136325.39187611 456045.798563356)"
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/44FCAB64-EE74-4A06-9A08-4C88BBE76882
http://wistor.nl/utrecht/areaaldata/id/41D9083B-51C1-4215-A4DE-D521CEF4F50B,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/7B87166E-5198-4857-9DBF-917CDFECB585
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.114814727884368,52.09213423805466],[5.114831698526506,52.092127189099735],[5.114893292730551,52.09205745024528],[5.114886604739969,52.09204798086087],[5.114879103046926,52.092044780078474]]}"
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.114879103046926 52.092044780078474, 5.114886604739969 52.09204798086087, 5.114893292730551 52.09205745024528, 5.114831698526506 52.092127189099735, 5.114814727884368 52.09213423805466)"
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2}
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,12.0100475064
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,122
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2}
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136337.391886116 456011.413028294, 136337.907317076 456011.76721545, 136338.369599314 456012.81904792, 136334.177608364 456020.593926483, 136333.017542962 456021.382545252)"
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/4C4E0DA3-F015-4A45-B4DA-F15ADE26AE76
http://wistor.nl/utrecht/areaaldata/id/43C5C421-B9FC-4B20-9AAA-DCCC6E570CC2,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/65DA0247-2124-46CB-A6C4-25ED3287D605
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.111572051340806,52.09240046990385],[5.111616492142335,52.09235167759493],[5.11164055113211,52.09234805834545],[5.1117495390564915,52.09238592344386],[5.111813439400759,52.092407070847365],[5.111875477993014,52.09242279508992]]}"
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.111572051340806 52.09240046990385, 5.111616492142335 52.09235167759493, 5.11164055113211 52.09234805834545, 5.1117495390564915 52.09238592344386, 5.111813439400759 52.092407070847365, 5.111875477993014 52.09242279508992)"
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{48826E68-64A2-415B-A0BE-F16892BF6D5C}
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,26.065605958
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,153
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{48826E68-64A2-415B-A0BE-F16892BF6D5C}
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136110.907745459 456051.84151724, 136113.932678658 456046.401394257, 136115.579917096 456045.992465616, 136123.064854268 456050.176952613, 136127.452872514 456052.51317776, 136131.711013388 456054.246516911)"
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/13E4AAB1-0847-4009-A2FB-A9B5AF6A5747
http://wistor.nl/utrecht/areaaldata/id/48826E68-64A2-415B-A0BE-F16892BF6D5C,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/149CA55B-912C-4D15-8CD5-1944F283DD91
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.131490989996196,52.070066164610424],[5.131495304873977,52.07005548331548],[5.131504992065314,52.07005126387044]]}"
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.131504992065314 52.07005126387044, 5.131495304873977 52.07005548331548, 5.131490989996196 52.070066164610424)"
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{50925D0E-038A-4638-AAA2-6925404FFCAB}
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Brennerbaan e.o.
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,2.0380175645
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,138
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{50925D0E-038A-4638-AAA2-6925404FFCAB}
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137468.161154207 453560.305419855, 137467.498610425 453560.777206183, 137467.206946757 453561.966630552)"
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Lunetten
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,ZUID
http://wistor.nl/utrecht/areaaldata/id/50925D0E-038A-4638-AAA2-6925404FFCAB,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/DBDC6611-4B43-4D95-B2C4-D9422FDB207B
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.025488788015861,52.08586255905281],[5.0254889934633304,52.085864804284384],[5.025489344133715,52.08586704087481]]}"
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.025489344133715 52.08586704087481, 5.0254889934633304 52.085864804284384, 5.025488788015861 52.08586255905281)"
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{59E30B28-2B2B-4024-B420-F984C3CBE2DB}
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,'t Weer
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,0.5001999201
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,169
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{59E30B28-2B2B-4024-B420-F984C3CBE2DB}
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (130208.042810367 455350.8301575, 130208.017536058 455350.581438362, 130208.002210515 455350.331708252)"
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,De Meern
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,VLEUTEN - DE MEERN
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/26802C7E-5507-491E-9AA9-7225C8A2EBA5
http://wistor.nl/utrecht/areaaldata/id/59E30B28-2B2B-4024-B420-F984C3CBE2DB,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/92E996AE-E49C-46FC-9916-806F09AD5357
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.1269206547597,52.11660173011227],[5.126999016933533,52.1165509049332],[5.127012826567697,52.11654121035014]]}"
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.1269206547597 52.11660173011227, 5.126999016933533 52.1165509049332, 5.127012826567697 52.11654121035014)"
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{5E976DC7-1F85-4A3D-97F9-A490493F8ADD}
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Wolgadreef e.o.
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,9.2310571384
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,131
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{5E976DC7-1F85-4A3D-97F9-A490493F8ADD}
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137172.399 458740.567, 137177.746 458734.893, 137178.688 458733.811)"
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Taagdreef,Wolgadreef"
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/63A5ADAB-327F-4BA4-8DA5-9B26A7482351
http://wistor.nl/utrecht/areaaldata/id/5E976DC7-1F85-4A3D-97F9-A490493F8ADD,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/BB14207B-9979-4751-8555-46ABBE929A7C
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.124151350714099,52.114777920306565],[5.124218240314915,52.11475891596363]]}"
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.124218240314915 52.11475891596363, 5.124151350714099 52.114777920306565)"
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{6036685C-9A18-48FD-899A-344C25526B91}
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Donaudreef e.o.
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,5.0460516248
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,134
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{6036685C-9A18-48FD-899A-344C25526B91}
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136986.56 458536.204, 136981.986 458538.335)"
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Taagdreef,Wolgadreef"
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/4829B3F5-44F8-44EE-9C70-73B04FF1F744
http://wistor.nl/utrecht/areaaldata/id/6036685C-9A18-48FD-899A-344C25526B91,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/83514316-4564-496F-9255-8D6B80E0A38F
http://wistor.nl/utrecht/areaaldata/id/60C513E4-D7AE-4FA2-A665-630DB1902D94,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.026243605014258,52.08579862134941],[5.026244313626153,52.08579983536523],[5.026245303536659,52.08580115172004]]}"
